gene.ID,logFC,logCPM,F,PValue,FDR,p2n1,p3n1,p4n1,Emerge,p2n2,p3n2,p4n2,primordia,p2n3,p3n3,p4n3,no_primordia,Type,Name,Description
Zm00001d011036,-2.863745164,5.869700831,287.8098016,4.76E-09,1.47E-06,104.6054382,99.22688656,82.50892051,95.44708176,79.4678034,91.17071415,40.87329003,70.50393586,10.57036812,11.02711521,6.754259968,9.4505811,gene,,Legumin-like protein%253B Putative rmlC-like cupins superfamily protein  
Zm00001d033347,-2.928330519,3.682112325,286.2817335,4.90E-09,1.48E-06,13.24119471,12.69181107,12.49800002,12.81033527,20.22298939,24.16090668,21.50689326,21.96359644,2.707045494,2.478003418,3.443348219,2.876132377,gene,LBD-transcription factor 11,LOB domain-containing protein 38
Zm00001d028260,-2.477872705,4.520877506,283.9114966,5.11E-09,1.52E-06,13.97681664,8.509282423,9.40115046,10.62908317,69.3563087,42.31495811,35.36915621,49.01347434,10.82818198,9.292512819,5.827204678,8.649299824,gene,glutamine synthetase6, glutamine synthetase6
Zm00001d038020,-3.369471917,4.20109456,282.634433,5.23E-09,1.53E-06,25.59964311,24.66249651,18.80230092,23.02148018,35.03419289,32.7039897,19.46832518,29.06883592,2.062510853,3.964805469,2.251419989,2.75957877,gene,,Putative leucine-rich repeat transmembrane protein kinase family protein  
Zm00001d026664,-2.123830316,5.723195005,279.8125305,5.51E-09,1.59E-06,105.4881845,100.5249127,65.58684968,90.53331563,54.82993603,75.41940483,36.08265504,55.44399863,13.6641344,15.48752136,8.608370547,12.58667544,gene,,NDR1/HIN1-like 1
Zm00001d013522,-3.699183111,3.962154745,275.1732856,6.00E-09,1.65E-06,21.18591154,19.75884224,22.67336287,21.20603888,22.50163609,27.09759147,19.67218198,23.09046985,1.417976211,1.486802051,2.383856459,1.76287824,gene,,14-dihydroxy-2-naphthoyl-CoA thioesterase 1
Zm00001d029913,-7.023136489,4.920759035,275.6154694,5.95E-09,1.65E-06,97.39634331,57.5458252,45.01492044,66.65236298,29.90723784,29.3668479,14.06611976,24.44673516,0,0.123900171,0.39730941,0.173736527,gene,beta expansin6,Expansin-B4
Zm00001d032825,-4.375498085,8.233230714,276.621972,5.84E-09,1.65E-06,977.0530452,503.9225896,659.2971517,713.4242622,205.9326948,222.1201586,114.6694546,180.907436,11.34380969,9.912013673,4.900149389,8.718657584,gene,,
Zm00001d006697,-2.781515784,3.84866687,267.7913081,6.90E-09,1.68E-06,36.33972326,28.41234979,21.01433632,28.58880312,15.38086517,12.54765319,10.090912,12.67314346,2.191417781,1.858502564,1.45680117,1.835573838,gene,,Putative polyol transporter 1
Zm00001d011789,-1.787303544,6.767497437,271.9886686,6.37E-09,1.68E-06,98.27908963,70.67031165,88.59201787,85.84713971,217.1835129,172.3300029,170.1185064,186.5440074,54.26981681,53.64877401,52.97458798,53.6310596,gene,,
Zm00001d017869,-7.467330627,5.503969297,271.8162865,6.39E-09,1.68E-06,131.9705739,103.9863157,71.78054881,102.5791462,28.76791449,54.59563995,18.14325592,33.83560346,0.257813857,0.123900171,0.13243647,0.171383499,gene,,Aspartyl protease AED1
Zm00001d020550,-3.106382619,5.043053291,271.0271881,6.49E-09,1.68E-06,56.4957641,36.92163221,56.29630099,49.90456577,51.69679683,41.91450109,36.59229706,43.40119833,5.671904845,5.327707349,3.973094099,4.990902098,gene,,
Zm00001d020556,-3.424394602,4.592716269,266.7572588,7.04E-09,1.68E-06,46.78555464,29.27770054,27.98224784,34.68183434,34.46453122,41.11358706,26.90909867,34.16240565,4.382835562,2.72580376,2.516292929,3.20831075,gene,,WAT1-related protein 
Zm00001d028565,-2.280307555,4.459865836,266.7205507,7.04E-09,1.68E-06,39.42933536,35.47938095,37.05159299,37.3201031,21.789559,26.02970609,22.22039208,23.34655239,4.898463275,4.708206495,4.767712919,4.791460896,gene,,
Zm00001d038275,-2.699592737,5.139758161,267.7291286,6.91E-09,1.68E-06,66.94159548,45.14246438,57.29171692,56.45859226,52.40887392,42.71541512,32.31130409,42.47853104,6.960974127,6.566709059,5.827204678,6.451629288,gene,,Auxin transporter-like protein 1
Zm00001d044921,-1.93075423,5.976240789,271.6859349,6.41E-09,1.68E-06,123.7316083,95.62125841,88.26021256,102.5376931,77.90123379,68.61163554,58.40497553,68.30594829,17.40243532,19.82402735,16.15724934,17.79457067,gene,,Probable carboxylesterase 2
Zm00001d052683,-3.408263628,6.695643,268.7089003,6.78E-09,1.68E-06,88.56888017,127.3507861,333.2431334,183.0542665,37.17042417,115.3316208,191.6253996,114.7091482,3.222673207,10.40761436,18.67354226,10.76794328,gene,GRMZM2G097297,O-methyltransferase ZRP4
Zm00001d003760,-1.959863076,6.95080836,262.4901314,7.65E-09,1.75E-06,163.7494413,125.3316343,145.773133,144.9514029,161.3566689,175.2666877,201.1047412,179.2426993,45.89086647,47.82546597,44.23378097,45.98337114,gene,lipid binding protein1,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Zm00001d038718,-2.60835077,5.507033044,263.0337886,7.57E-09,1.75E-06,43.69594254,28.12389953,40.03784078,37.28589429,78.7557263,80.09140336,93.67220333,84.173111,10.9570889,14.37241983,16.02481287,13.78477387,gene,hemoglobin2, hemoglobin2
Zm00001d043144,-2.837273923,4.345684774,261.9394994,7.73E-09,1.75E-06,21.92153347,14.85518796,20.12952216,18.96874786,50.41505807,29.76730491,28.94766675,36.37667658,5.929718701,3.469204786,5.694768208,5.031230565,gene,,Calmodulin-7
Zm00001d045729,-1.617938703,5.174582337,263.3794132,7.51E-09,1.75E-06,29.71912591,19.90306736,19.79771685,23.13997004,78.7557263,61.80386626,50.96420203,63.84126486,25.26575794,19.45232683,17.48161403,20.73323294,gene,,Protein NSP-INTERACTING KINASE 1
Zm00001d033778,-1.832021247,5.356416404,257.4842131,8.44E-09,1.88E-06,42.96032062,40.52726035,31.0790974,38.18889279,76.76191045,77.15471857,43.82921375,65.91528092,21.65636395,21.3108294,12.31659171,18.42792835,gene,,Cytochrome b561  
Zm00001d049987,-3.834420793,3.916319423,256.2697735,8.65E-09,1.91E-06,38.54658905,26.97009853,27.7610443,31.09257729,15.66569601,14.54993828,9.071627961,13.09575408,1.160162355,0.867301196,0.66218235,0.896548634,gene,,Probable potassium transporter 4
Zm00001d033316,-2.184560114,4.542959984,251.0866357,9.60E-09,2.09E-06,32.36736485,25.38362214,30.63669032,29.4625591,38.45216293,32.17004701,27.5206691,32.71429301,7.734415697,7.062309742,6.621823498,7.139516312,gene,,CBL-interacting serine/threonine-protein kinase 4
Zm00001d019534,-2.300009005,5.196744356,249.8257398,9.85E-09,2.10E-06,48.99242043,50.91146941,57.40231869,52.43540284,35.60385457,57.53232474,48.41599193,47.18405708,7.218787984,10.03591384,11.38953642,9.548079415,gene,,Serine carboxypeptidase-like 19
Zm00001d023267,-4.712369666,4.286797441,249.804204,9.86E-09,2.10E-06,52.22915691,49.90189353,40.48024786,47.53709944,12.53255681,12.81462454,6.625346264,10.6575092,0.515627713,0.247800342,0.39730941,0.386912488,gene,,
Zm00001d046297,-7.544472011,6.379592341,246.8987617,1.05E-08,2.20E-06,165.0735607,189.9444907,154.7318764,169.9166426,53.83302811,138.5581278,46.07163863,79.48759818,0.644534641,0,0.52974588,0.39142684,gene,,Protodermal factor 1
Zm00001d024963,-1.720556687,7.063598066,244.5810731,1.10E-08,2.23E-06,159.6299585,163.6955178,150.0866021,157.8040261,205.647864,205.3009639,148.7135415,186.5541231,52.33621288,67.64949332,49.39880329,56.46150317,gene,glutathione transferase22,Glutathione S-transferase GSTU6  
Zm00001d048065,-1.821067204,7.994644363,244.5847693,1.10E-08,2.23E-06,291.1591592,269.412535,296.9657528,285.8458157,372.1314879,379.0993092,366.4326126,372.5544699,108.6685405,123.5284704,85.55395959,105.9169902,gene,,Tubulin alpha-1 chain
Zm00001d013873,-1.230592755,7.189398852,242.8527712,1.14E-08,2.29E-06,212.5947373,172.0605751,154.5106729,179.7219951,216.4714358,174.8662307,150.9559664,180.7645443,92.16845372,75.08350357,63.83437852,77.02877861,gene,,Actin-2  
Zm00001d049174,-2.638113332,6.193885608,239.2141568,1.23E-08,2.44E-06,85.03789492,94.90013278,105.845894,95.26130724,98.9787157,119.6031623,100.6033348,106.395071,20.10948081,12.39001709,18.9384152,17.14597104,gene,lazy plant1, lazy plant1
Zm00001d004523,-7.488893514,3.38095789,235.5843306,1.33E-08,2.61E-06,24.71689679,20.47996787,15.9266549,20.37450652,10.53874095,13.88250992,7.338845092,10.58669865,0,0,0.13243647,0.04414549,gene,,maternal effect embryo arrest 60
Zm00001d013644,-1.347271868,9.890519337,232.6990956,1.42E-08,2.75E-06,1876.130166,1572.630772,1327.11064,1591.957193,1023.966857,984.0563759,703.4079164,903.8103832,364.5487932,382.727628,307.9147927,351.7304046,gene,,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 1
Zm00001d017526,-1.377594584,9.900703936,229.833032,1.51E-08,2.90E-06,1431.961646,1291.103326,1160.433772,1294.499581,1335.999039,1192.027053,876.0746329,1134.700242,547.4677244,430.6769941,336.5210702,438.2219296,gene,plasma membrane intrinsic protein1,Aquaporin PIP1-2  
Zm00001d011487,-1.340145992,7.519668804,227.7433163,1.58E-08,3.01E-06,250.5528288,244.8942636,258.4763368,251.3078097,215.189697,232.7990124,194.4793949,214.1560348,84.56294495,85.49111793,83.3025396,84.45220083,gene,isocitrate dehydrogenase1, isocitrate dehydrogenase1
Zm00001d053830,-1.820159378,5.443457328,227.1974717,1.60E-08,3.01E-06,62.38073952,62.73792973,55.74329214,60.28732046,56.1116748,60.06855252,46.78513746,54.32178826,19.07822539,15.48752136,11.78684583,15.45086419,gene,,early nodulin-like protein 9
Zm00001d041712,-2.456604725,4.342343443,223.3334859,1.75E-08,3.25E-06,18.39054821,15.86476384,18.02808853,17.42780019,38.1673321,42.58192945,27.82645431,36.19190529,7.476601841,6.442808888,5.694768208,6.538059645,gene,,OSJNBa0032N05.24 protein
Zm00001d011657,-1.749558772,7.065219645,220.8396677,1.85E-08,3.34E-06,105.6353089,125.1874092,111.8183896,114.2137026,258.768815,230.7967273,174.807213,221.4575851,71.93006598,67.40169298,57.08011855,65.47062584,gene,,Plasma membrane associated protein  
Zm00001d017274,-1.579035278,10.44154568,221.7236274,1.81E-08,3.34E-06,2747.842151,2196.837116,1968.600906,2304.426725,1448.222388,1602.895953,1146.490689,1399.20301,464.3227557,554.8249654,385.5225641,468.2234284,gene,phenylalanine ammonia lyase homolog1,Phenylalanine ammonia-lyase  
Zm00001d038229,-2.355213069,4.358979065,221.2360797,1.83E-08,3.34E-06,15.74230927,14.56673771,14.71003543,15.0063608,43.00945632,41.24707273,30.68044962,38.31232622,10.31255426,6.8145094,5.429895268,7.51898631,gene,,UDP-glucuronate:xylan alpha-glucuronosyltransferase 1
Zm00001d015618,-1.71974268,9.15240845,217.6296545,1.99E-08,3.56E-06,1021.631734,784.5846844,670.3573287,825.5245824,854.2076788,743.1147375,442.7769872,680.0331345,215.7901979,230.4543179,158.658891,201.634469,gene,brown midrib1,Probable cinnamyl alcohol dehydrogenase  
Zm00001d014201,-1.964913328,4.619872161,216.3318967,2.06E-08,3.63E-06,23.98127486,29.42192567,26.32322129,26.57547394,36.88559333,40.4461587,33.53444494,36.95539899,7.218787984,10.90321504,10.33004466,9.484015894,gene,Homeobox-transcription factor 98,Homeobox-leucine zipper protein ATHB-13
Zm00001d013448,-1.510595408,7.746801453,215.7003091,2.09E-08,3.65E-06,190.2318307,186.6273128,156.1696994,177.676281,297.0785625,419.9459249,318.5262627,345.1835834,115.6295147,136.9096889,109.5249607,120.6880547,gene,,Chemocyanin  
Zm00001d037756,-1.537340098,6.602916301,213.1208337,2.22E-08,3.85E-06,156.6874707,104.274766,101.9748321,120.9790229,163.3504848,120.4040764,97.23969747,126.9980862,51.30495746,45.71916307,33.10911749,43.37774601,gene,,zinc transporter 4 precursor
Zm00001d047942,-1.474661257,6.337871289,212.5938721,2.25E-08,3.86E-06,86.21489,90.42915388,95.55992939,90.73465776,105.6722404,115.8655635,111.509674,111.015826,36.22284685,46.95816478,36.94977512,40.04359558,gene,,Actin-depolymerizing factor 5  
Zm00001d002705,-2.049596666,4.860220439,210.0821897,2.39E-08,3.96E-06,46.1970571,33.74867944,33.06992927,37.6718886,40.30356337,44.31724319,33.73830174,39.4530361,9.539112693,10.77931487,8.211061137,9.509829567,gene,,Putative ATP dependent copper transporter  
Zm00001d007045,-1.217949571,8.370479924,209.978838,2.39E-08,3.96E-06,438.5777937,435.4156548,412.4340008,428.8091498,379.2522589,449.0458015,355.0166313,394.4382306,161.5203811,180.8942495,164.7509686,169.0551998,gene,,Glycoprotein membrane precursor GPI-anchored
Zm00001d022233,-3.894023052,3.21697542,210.9164796,2.34E-08,3.96E-06,18.09629944,11.68223519,16.59026552,15.45626672,10.82357179,11.34628214,10.80441083,10.99142159,0.77344157,0.495600684,0.92705529,0.732032514,gene,,
Zm00001d031993,-4.086305605,5.070978978,209.9128106,2.40E-08,3.96E-06,68.11859057,57.11314982,67.356478,64.1960728,32.32829995,35.50718882,34.34987217,34.06178698,3.73830092,0.743401025,1.58923764,2.023646528,gene,,Rhamnogalacturonate lyase family protein
Zm00001d018629,-1.885633186,4.161365165,208.7970774,2.46E-08,4.03E-06,23.09852855,24.37404626,23.44757527,23.64005003,20.93506649,26.43016311,21.91460687,23.09327882,5.929718701,7.062309742,5.694768208,6.228932217,gene,,Dirigent-like protein pDIR3  
Zm00001d019936,-2.278343482,6.664802466,205.7380734,2.65E-08,4.31E-06,189.7904575,189.2233651,123.8739825,167.6292684,142.9850799,121.0715047,77.36365868,113.8067478,19.33603924,30.47944205,19.46816108,23.09454746,gene,,Heavy metal-associated domain containing protein [Source:UniProtKB/TrEMBL;Acc:B4FT05]
Zm00001d044685,-5.833135279,5.872699458,204.6808433,2.72E-08,4.38E-06,94.30673122,93.16943127,93.01608867,93.49741705,55.39959771,137.6237281,48.92563395,80.64965325,2.191417781,1.115101538,0.66218235,1.322900556,gene,umc1594,Non-specific lipid-transfer protein  
Zm00001d021965,-3.554176607,4.041376784,203.870386,2.78E-08,4.43E-06,29.42487713,34.03712969,25.43840713,29.63347132,21.36231274,17.88708008,14.57576178,17.9417182,1.417976211,0.991201367,2.118983519,1.509387033,gene,,Peroxidase 52
Zm00001d024784,-3.817732396,3.268084021,201.2440774,2.97E-08,4.65E-06,21.18591154,17.45124022,17.0326726,18.55660812,9.399417606,10.94582513,7.440773496,9.262005409,0.902348498,0.495600684,0.52974588,0.64256502,gene,MYB-transcription factor 149,Transcription factor MYB86
Zm00001d032517,-2.02513585,6.384530417,201.2491363,2.97E-08,4.65E-06,127.9982155,94.46745741,107.0625135,109.8427288,104.6753324,134.420072,98.76862353,112.6213426,28.35952422,28.37313914,26.08998458,27.60754931,gene,,Copper transport protein family
Zm00001d020551,-2.370643543,7.348177414,200.186697,3.05E-08,4.66E-06,289.540791,234.0773792,237.4620005,253.6933902,192.8304763,257.8943188,139.9476988,196.8908313,40.60568241,47.7015658,25.69267517,37.99997446,gene,,
Zm00001d033404,-3.381625488,3.513489308,200.4162603,3.03E-08,4.66E-06,18.39054821,14.56673771,22.45215933,18.46981508,12.67497223,11.74673916,16.20661625,13.54277588,1.933603924,0.867301196,1.05949176,1.28679896,gene,Homeobox-transcription factor 110,Homeobox protein knotted-1-like 1
Zm00001d009932,-1.579852962,6.582469209,198.4346488,3.19E-08,4.81E-06,73.26794406,82.78522222,78.52725679,78.19347436,183.5734742,152.7076091,133.1184957,156.4665263,54.39872374,54.14437469,47.80956566,52.11755469,gene,,Plasma membrane associated protein  
Zm00001d040126,-1.725519624,7.152165572,197.5725597,3.26E-08,4.81E-06,343.9768137,290.9020788,216.5582659,283.8123861,110.9416108,143.363612,76.24244624,110.1825564,34.54705678,39.64805469,24.76561988,32.98691045,gene,,
Zm00001d048623,-2.924652027,3.635737685,197.951063,3.23E-08,4.81E-06,13.09407032,8.9419578,8.516336299,10.18412147,24.9226982,22.29210727,22.5261773,23.24699425,2.449231637,2.849703931,3.840657629,3.046531066,gene,MYB-transcription factor 88,Putative MYB DNA-binding domain superfamily protein  
Zm00001d011144,-2.708125232,4.759601303,195.4813671,3.44E-08,4.92E-06,45.46143517,36.63318196,48.55417708,43.54959807,33.32520788,35.37370315,27.82645431,32.17512178,6.058625629,5.203807178,3.443348219,4.901927009,gene,,DCD (Development and Cell Death) domain protein
Zm00001d016185,-1.78737645,4.759048271,195.6555269,3.43E-08,4.92E-06,37.07534519,45.28668951,46.78454876,43.04886115,27.62859114,30.16776193,29.35538037,29.05057781,8.121136482,9.664213331,7.416442318,8.400597377,gene,,Peroxidase 52
Zm00001d044037,-1.722990587,5.251130174,196.0425515,3.39E-08,4.92E-06,55.61301778,52.35372067,51.54042488,53.16905444,50.55747349,48.85575605,39.95593439,46.45638797,17.7891561,12.63781743,11.9192823,14.11541861,gene,,Protein trichome birefringence-like 39
Zm00001d049265,-2.104691664,5.173964225,194.5685076,3.52E-08,4.99E-06,59.29112743,62.16102923,65.91865499,62.45693721,31.04656118,45.78558559,33.53444494,36.7888639,8.765671123,7.929610939,8.740807017,8.47869636,gene,,O-methyltransferase ZRP4
Zm00001d029185,-2.327157964,5.350539461,193.7811786,3.60E-08,5.06E-06,67.82434179,55.81512369,60.49916826,61.37954458,46.85467261,58.86718147,45.56199661,50.42795023,9.152391908,8.673011964,12.31659171,10.04733186,gene,,
Zm00001d037097,-1.915939109,5.461296648,193.250202,3.65E-08,5.06E-06,74.59206354,63.31483023,59.06134524,65.65607967,56.68133647,50.45758411,49.63913278,52.25935112,11.98834433,13.25731829,16.15724934,13.80097065,gene,,
Zm00001d018037,-2.480699791,4.669363728,191.9630893,3.77E-08,5.07E-06,20.45028961,17.59546535,15.9266549,17.99080328,60.38413735,56.19746802,31.08816324,49.2232562,7.863322625,11.77051624,6.356950558,8.663596473,gene,NOD26-like membrane intrinsic protein2, NOD26-like membrane intrinsic protein2
Zm00001d038905,-1.51515201,6.158883363,192.6019242,3.71E-08,5.07E-06,117.6995085,102.6882896,94.34330991,104.9103693,92.28519104,90.77025714,59.93390159,80.99644992,32.355639,30.2316417,21.98445401,28.19057824,gene,,Probable beta-14-xylosyltransferase IRX10L
Zm00001d049020,-6.365582903,3.2616959,192.2578371,3.74E-08,5.07E-06,23.39277732,18.31659098,18.1386903,19.94935287,10.1114947,8.943540041,6.115704243,8.390246327,0.257813857,0,0,0.085937952,gene,root preferential1,O-methyltransferase ZRP4  
Zm00001d016625,-2.53383768,7.468633802,190.1633773,3.96E-08,5.27E-06,336.6205944,151.4363821,197.8665667,228.6411811,311.3201043,241.6090668,222.8154913,258.5815541,43.18382098,44.60406153,43.70403509,43.8306392,gene,,Os02g0519800 protein
Zm00001d020371,-1.323404965,6.003211428,189.9243374,3.98E-08,5.27E-06,96.80784577,79.9007197,70.45332757,82.38729768,88.15514391,84.62991621,62.17632648,78.3204622,37.89863692,31.59454358,24.63318341,31.37545464,gene,,Endoglucanase 11
Zm00001d002064,-1.896125464,5.963461225,189.4127746,4.04E-08,5.30E-06,97.98484086,91.58295489,86.93299132,92.16692902,75.90741794,89.0349434,58.81268914,74.58501683,25.26575794,19.70012718,15.23019405,20.06535972,gene,,Glycosyltransferase  
Zm00001d019100,-1.79200612,7.978549708,186.3179494,4.39E-08,5.68E-06,454.320103,379.6005311,375.4930096,403.1378812,249.0845666,314.3587582,257.5730771,273.6721339,70.89881056,99.49183725,67.93990909,79.44351896,gene,,Protein YLS3
Zm00001d034558,-1.814681102,5.325264851,185.8640612,4.44E-08,5.71E-06,71.94382459,73.84326442,61.27338065,69.02015655,46.28501094,44.71770021,28.64188154,39.8815309,13.27741361,10.53151453,9.800298777,11.20307564,gene,,Remorin  
Zm00001d037556,-1.93346563,4.961297273,184.5812518,4.60E-08,5.83E-06,48.69817166,40.2388101,40.92265494,43.28654557,51.69679683,37.10901689,30.0688792,39.62489764,10.44146119,10.40761436,9.667862307,10.17231262,gene,,Alpha-L-fucosidase 2  
Zm00001d045206,-1.622441327,7.593948166,184.6647494,4.59E-08,5.83E-06,437.8421718,340.2270718,271.3061421,349.7917952,184.9976283,216.7807318,120.1735884,173.9839828,60.58625629,65.29539007,42.11479745,55.9988146,gene,Caffeoyl CoA O-methyltransferase2, Caffeoyl CoA O-methyltransferase2
Zm00001d032715,-2.30029856,4.186055367,184.2034108,4.65E-08,5.83E-06,27.65938451,24.66249651,24.55359297,25.625158,21.789559,25.09530639,23.64738974,23.51075171,3.73830092,6.195008546,4.370403509,4.767904325,gene,,Casein kinase 1-like protein 6
Zm00001d043737,-1.522115507,6.753118704,184.0620584,4.67E-08,5.83E-06,89.3045021,116.6781268,89.91923911,98.633956,189.1276755,172.5969742,138.0110591,166.5785696,62.26204636,59.84378255,51.25291387,57.7862476,gene,umc17a,AWPM-19-like family protein
Zm00001d052793,-5.983831951,3.505211546,183.4902443,4.74E-08,5.88E-06,26.48238942,17.59546535,20.68253101,21.58679526,14.38395725,13.61553857,7.848487112,11.94932764,0.257813857,0,0.26487294,0.174228932,gene,,Putative O-Glycosyl hydrolase superfamily protein  
Zm00001d004022,-2.022864524,3.922602293,183.1315919,4.79E-08,5.90E-06,21.03878715,17.73969047,19.35530977,19.37792913,22.35922067,21.09073622,17.93939911,20.46311867,4.769556347,5.327707349,4.900149389,4.999137695,gene,,RPM1-interacting protein 4
Zm00001d034035,-1.66930096,8.483141734,182.4102654,4.88E-08,5.97E-06,464.4716856,358.5436628,295.5279298,372.8477594,662.5165258,605.3575237,333.8155233,533.8965243,186.0126975,206.1698844,107.6708501,166.6178107,gene,glutathione transporter1, glutathione transporter1
Zm00001d019317,-1.358795783,8.072020481,181.7897937,4.97E-08,6.04E-06,364.5742277,367.0529452,376.8202308,369.4824679,350.4843444,319.1642424,273.9835501,314.5440456,143.9890389,113.8642571,110.4520159,122.7684373,gene,cellulose synthase8,Cellulose synthase-8  
Zm00001d019260,-1.813733602,5.528019819,181.1534096,5.06E-08,6.10E-06,52.52340568,38.50810859,41.80746911,44.27966113,83.74026594,74.61849079,60.54547201,72.96807625,19.33603924,23.4171323,18.9384152,20.56386225,gene,,
Zm00001d033652,-1.747313102,4.768220726,180.4383298,5.16E-08,6.18E-06,45.46143517,37.78698296,40.59084963,41.27975592,30.33448409,34.1723321,27.82645431,30.77775683,8.894578052,9.912013673,8.608370547,9.138320757,gene,,Probable LRR receptor-like serine/threonine-protein kinase 
Zm00001d022557,-2.027674805,5.083178245,178.4204977,5.46E-08,6.46E-06,24.56977241,16.15321409,17.58568145,19.43622265,87.44306682,59.80158117,50.04684639,65.76383146,17.27352839,18.83282598,11.52197289,15.87610909,gene,nicotianamine synthase5, nicotianamine synthase5
Zm00001d022264,-2.751542574,9.31189075,177.6487568,5.58E-08,6.56E-06,1255.853756,1251.297192,1105.907099,1204.352682,610.6773135,747.786736,470.7053699,609.7231398,138.8327618,68.51679452,70.32376555,92.55777394,gene,proteolipid membrane potential regulator5, proteolipid membrane potential regulator5
Zm00001d027411,-1.624178937,6.478057533,175.9119977,5.87E-08,6.80E-06,146.8301369,136.2927439,104.7398763,129.2875857,128.4587073,104.6527671,80.01379719,104.3750905,42.15256555,27.50583794,31.25500691,33.63780347,gene,,Peroxidase 64
Zm00001d027854,-2.312796815,5.562622838,175.6432462,5.91E-08,6.81E-06,52.22915691,32.88332869,42.5816815,42.56472237,114.3595809,74.61849079,58.50690393,82.49499187,19.5938531,17.96552478,11.25709995,16.27215928,gene,sucrose transporter1, sucrose transporter1
Zm00001d017936,-2.380607916,3.621504748,174.7353806,6.07E-08,6.95E-06,15.74230927,18.4608161,17.47507968,17.22606835,15.52328059,17.08616605,15.1873322,15.93225962,2.964859351,2.478003418,3.708221159,3.050361309,gene,,Basic blue protein
Zm00001d048354,-2.84659016,5.656901521,173.8444872,6.23E-08,7.08E-06,32.808738,41.53683623,43.6876992,39.34442448,133.5856623,91.57117117,69.10745795,98.08809715,14.17976211,13.38121846,12.58146465,13.38081507,gene,,Glutathione S-transferase F9
Zm00001d010698,-1.36429814,5.109351821,171.9804492,6.57E-08,7.12E-06,56.05439094,57.40160007,57.62352223,57.02650442,30.19206867,34.70627479,34.34987217,33.08273854,12.11725126,12.63781743,13.77339288,12.84282052,gene,,NAD(P)H dehydrogenase (quinone) FQR1
Zm00001d041204,-3.045825993,5.944602554,173.2264219,6.34E-08,7.12E-06,51.78778376,58.98807646,53.3100532,54.69530447,170.6136711,113.4628214,64.72453658,116.2670097,15.85555218,15.85922188,9.138116427,13.61763016,gene,lipoxygenase12, lipoxygenase12
Zm00001d042192,-1.811903053,4.27688919,172.5044756,6.47E-08,7.12E-06,20.74453838,18.89349148,19.57651331,19.73818106,26.91651405,32.83747538,28.03031112,29.26143352,9.410205765,8.301311451,7.284005848,8.331841021,gene,,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Zm00001d042809,-1.404995044,6.07858573,172.1234035,6.55E-08,7.12E-06,105.4881845,101.6787137,81.51350458,96.22680093,90.4337906,78.62306096,62.99175371,77.34953509,29.00405886,29.48824068,28.2089681,28.90042255,gene,auxin transporter-like1,Auxin transporter-like protein 1  
Zm00001d044504,-4.661192175,2.728796182,172.4549165,6.48E-08,7.12E-06,20.45028961,9.230408052,5.530088506,11.73692872,10.68115637,8.676568697,3.975207758,7.777644275,0.386720785,0.371700513,0.13243647,0.296952589,gene,,High affinity nitrate transporter 2.7
Zm00001d045302,-3.13363064,5.949858042,172.1463904,6.54E-08,7.12E-06,173.6067751,145.3789268,113.5880179,144.1912399,31.61622286,55.12958264,25.48210101,37.40930217,3.996114777,4.212605811,4.237967039,4.148895876,gene,Zea nodulation homolog1,Zea nodulation homolog1
Zm00001d053965,-2.524501862,3.883285834,172.553003,6.46E-08,7.12E-06,16.33080681,9.951533681,14.48883189,13.59039079,32.7555462,23.22650697,20.79339443,25.59181587,5.28518406,4.708206495,3.178475279,4.390621944,gene,,22.0 kDa heat shock protein
Zm00001d038972,-1.176920361,9.281501566,171.7668684,6.62E-08,7.12E-06,986.6161303,691.7037034,635.1859658,771.1685998,927.9788655,766.0742731,593.0194548,762.3575311,375.2480682,331.6807575,292.6845986,333.2044748,gene,,Probable ubiquitin-conjugating enzyme E2 24
Zm00001d052682,-1.539823185,5.974223262,171.5535716,6.66E-08,7.12E-06,62.23361514,73.41058904,106.9519117,80.86537196,60.66896818,89.56888609,87.25071387,79.16285605,20.62510853,27.87753846,33.63886337,27.38050345,gene,,Protein COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB1 chloroplastic
Zm00001d021985,-2.166186375,3.94048987,168.8568982,7.21E-08,7.45E-06,20.89166277,18.60504123,15.48424782,18.32698394,28.76791449,24.16090668,14.47383338,22.46755152,5.156277131,5.699407862,3.840657629,4.898780874,gene,,Formin-like protein 6
Zm00001d023376,-1.363915704,8.714596396,168.8100447,7.22E-08,7.45E-06,607.7708372,513.0087725,635.4071693,585.395593,415.9954368,499.3698999,542.5648948,485.9767438,178.1493749,196.5056711,189.5165885,188.0572115,gene,aluminum-induced protein homolog1, aluminum-induced protein homolog1
Zm00001d024047,-1.99586419,5.965007713,169.4712285,7.08E-08,7.45E-06,145.0646443,104.1305408,89.36623026,112.8538051,77.1891567,68.07769285,35.063371,60.11007352,16.11336604,16.35482256,11.38953642,14.61924167,gene,,Leucine-rich repeat protein kinase family protein
Zm00001d037934,-1.945040759,5.220362022,168.8779487,7.20E-08,7.45E-06,75.91618301,66.92045838,61.16277888,67.99980675,37.88250126,40.17918735,26.19559984,34.75242948,8.894578052,8.425211622,9.402989367,8.907593014,gene,,UDP-glucuronic acid decarboxylase 4
